Id,Income_base_type,Credit_purpose,Insurance_flag,DTI,Sex,Full_age_child_number,Education,Empl_type,Empl_size,Period_at_work,age,Empl_property,Empl_form,Family_status,Max_90_days,Avg_num_delay,If_zalog,Num_account_active_180,Active_to_all_prc,Num_account_active_all,Num_account_closed,Sum_of_paym_months,All_credits,Active_not_cc,Own_closed,Min_mnth_after_loan,Max_mnth_after_loan,Dlq_exist,Ninety_vintage
8255,2НДФЛ,Ремонт,0.0,0.43,мужской,0,среднее-специальное,вспомогательный персонал,>250,179.0,39.0,Другое,ЗАО,разведен / разведена,2.0,0.2376237624,0.0,0.0,0.2,1.0,4.0,77.0,5.0,1.0,0.0,6.0,107.0,1.0,0.0
8256,2НДФЛ,Покупка недвижимости/ строительство,1.0,0.59,мужской,0,среднее,рабочий,>250,142.0,55.0,Производство,,,,,,,,,,,,,,,,,
8257,Форма банка (без печати работодателя),Ремонт,1.0,0.3,женский,0,Высшее/Второе высшее/Ученая степень,менеджер высшего звена,>=50,,,,,,,,,,,,,,,,,,,,
8258,Поступление зарплаты на счет,Покупка автомобиля,1.0,0.47,мужской,0,среднее-специальное,рабочий,>250,44.0,26.0,Производство,,,,,,,,,,,,,,,,,
8259,2НДФЛ,Покупка недвижимости/ строительство,0.0,0.56,мужской,0,высшее,специалист,>250,22.0,44.0,Государственная служба,,,,,,,,,,,,,,,,,
8260,2НДФЛ,Покупка автомобиля,1.0,0.27,мужской,0,высшее,вспомогательный персонал,< 50,6.0,25.0,Торговля,ООО,холост / не замужем,2.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,2.0,0.0,0.0,8.0,78.0,0.0,0.0
8261,Поступление зарплаты на счет,Покупка автомобиля,0.0,0.18,мужской,1,высшее,рабочий,>250,36.0,27.0,Производство,,,,,,,,,,,,,,,,,
8262,2НДФЛ,Ремонт,0.0,0.46,женский,1,среднее-специальное,менеджер высшего звена,>250,131.0,37.0,Торговля,ООО,женат / замужем,0.0,0.0,1.0,0.0,0.5,2.0,2.0,48.0,4.0,1.0,1.0,25.0,97.0,0.0,0.0
8263,2НДФЛ,Покупка недвижимости/ строительство,1.0,0.35,мужской,0,среднее-специальное,вспомогательный персонал,>250,163.0,55.0,Другое,ООО,женат / замужем,2.0,0.125984252,1.0,0.0,0.2,2.0,8.0,222.0,10.0,1.0,0.0,24.0,77.0,1.0,0.0
8264,2НДФЛ,Покупка недвижимости/ строительство,1.0,0.32,женский,1,Высшее/Второе высшее/Ученая степень,рабочий,>=100,,,,,,,,,,,,,,,,,,,,
8265,Форма банка (без печати работодателя),Лечение,1.0,0.37,женский,0,среднее-специальное,специалист,>250,165.0,53.0,Наука,,,,,,,,,,,,,,,,,
8266,Форма банка (без печати работодателя),Покупка автомобиля,1.0,0.2,мужской,0,среднее-специальное,вспомогательный персонал,>250,10.0,26.0,Информационные технологии,ОАО,женат / замужем,3.0,0.6393442623,0.0,1.0,0.3333333333,1.0,2.0,22.0,3.0,1.0,2.0,4.0,63.0,1.0,0.0
8267,Форма банка (без печати работодателя),Ремонт,0.0,0.5,мужской,2,Высшее/Второе высшее/Ученая степень,менеджер высшего звена,< 50,117.0,48.0,Финансы,,,,,,,,,,,,,,,,,
8268,2НДФЛ,Ремонт,1.0,0.42,мужской,0,высшее,специалист,>=50,,,,,,,,,,,,,,,,,,,,
8269,Форма банка (без печати работодателя),Ремонт,1.0,0.45,мужской,2,Высшее/Второе высшее/Ученая степень,рабочий,>250,246.0,42.0,Другое,ЗАО,холост / не замужем,0.0,0.11764705880000001,0.0,0.0,0.14285714289999998,1.0,6.0,75.0,7.0,1.0,1.0,10.0,84.0,1.0,0.0
8270,Форма банка (без печати работодателя),Ремонт,1.0,0.49,мужской,0,высшее,менеджер высшего звена,< 50,154.0,51.0,Производство,,,,,,,,,,,,,,,,,
8271,Поступление зарплаты на счет,Покупка автомобиля,0.0,0.37,мужской,1,высшее,менеджер по продажам,>250,6.0,29.0,Другое,ООО,женат / замужем,1.0,0.0,0.0,1.0,0.5,2.0,2.0,49.0,4.0,2.0,0.0,3.0,74.0,0.0,0.0
8272,Форма банка (без печати работодателя),Ремонт,1.0,0.49,мужской,1,второе высшее,менеджер высшего звена,< 50,52.0,58.0,Торговля,ООО,повторный брак,3.0,0.0541666667,1.0,0.0,0.5789473684,11.0,8.0,454.0,19.0,4.0,0.0,8.0,102.0,1.0,0.0
8273,Форма банка (без печати работодателя),Ремонт,0.0,0.59,женский,0,среднее-специальное,вспомогательный персонал,>250,107.0,52.0,Другое,ЗАО,женат / замужем,0.0,0.13725490199999998,0.0,0.0,0.6,3.0,2.0,88.0,5.0,2.0,1.0,12.0,99.0,1.0,0.0
8274,Свободная форма с печатью работодателя,Покупка автомобиля,1.0,0.49,мужской,0,среднее-специальное,менеджер по продажам,< 50,57.0,38.0,Другое,ООО,холост / не замужем,2.0,0.0,1.0,0.0,0.25,1.0,3.0,60.0,4.0,0.0,1.0,19.0,96.0,0.0,0.0
8275,Поступление зарплаты на счет,Ремонт,0.0,0.55,мужской,1,второе высшее,специалист,>250,35.0,30.0,Другое,ООО,женат / замужем,0.0,0.0375586854,1.0,2.0,0.375,6.0,10.0,205.0,16.0,5.0,1.0,3.0,96.0,1.0,0.0
8276,Поступление зарплаты на счет,Покупка недвижимости/ строительство,0.0,0.5,мужской,1,высшее,рабочий,>250,91.0,36.0,Производство,,,,,,,,,,,,,,,,,
8277,2НДФЛ,Ремонт,1.0,0.49,мужской,1,среднее-специальное,рабочий,>250,14.0,36.0,Торговля,ООО,гражданский брак,0.0,0.007751938000000002,0.0,0.0,0.25,1.0,3.0,128.0,4.0,1.0,0.0,23.0,100.0,1.0,0.0
8278,2НДФЛ,Покупка автомобиля,0.0,0.41,женский,0,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,>250,29.0,38.0,Другое,ЗАО,холост / не замужем,0.0,0.0,1.0,0.0,0.125,1.0,7.0,173.0,8.0,1.0,1.0,14.0,97.0,0.0,0.0
8279,2НДФЛ,Ремонт,1.0,0.59,женский,0,высшее,специалист,>=150,,,,,,,,,,,,,,,,,,,,
8280,2НДФЛ,Покупка автомобиля,1.0,0.49,женский,0,высшее,специалист,>=200,,,,,,,,,,,,,,,,,,,,
8281,Форма банка (без печати работодателя),Покупка автомобиля,1.0,0.27,мужской,0,Высшее/Второе высшее/Ученая степень,специалист,>250,36.0,25.0,Торговля,ООО,холост / не замужем,2.0,,,,,,,,,,,,,,
8282,Форма банка (без печати работодателя),Ремонт,0.0,0.26,мужской,0,высшее,менеджер среднего звена,>250,63.0,41.0,Производство,,,,,,,,,,,,,,,,,
8283,Поступление зарплаты на счет,Ремонт,1.0,0.38,женский,2,среднее-специальное,вспомогательный персонал,>250,112.0,38.0,Торговля,ООО,холост / не замужем,2.0,0.0461538462,0.0,0.0,0.2857142857,2.0,5.0,62.0,7.0,1.0,0.0,6.0,51.0,1.0,0.0
8284,2НДФЛ,Покупка автомобиля,1.0,0.55,женский,0,высшее,менеджер среднего звена,>250,23.0,28.0,Наука,,,,,,,,,,,,,,,,,
8285,Поступление зарплаты на счет,Ремонт,0.0,0.33,женский,1,высшее,специалист,>250,279.0,45.0,Производство,,,,,,,,,,,,,,,,,
8286,Форма банка (без печати работодателя),Ремонт,1.0,0.4,мужской,2,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,< 50,23.0,40.0,Производство,,,,,,,,,,,,,,,,,
8287,Форма банка (без печати работодателя),Ремонт,0.0,0.42,женский,2,Высшее/Второе высшее/Ученая степень,специалист,>250,172.0,44.0,Производство,,,,,,,,,,,,,,,,,
8288,Свободная форма с печатью работодателя,Ремонт,0.0,0.2,мужской,0,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,>=50,,,,,,,,,,,,,,,,,,,,
8289,Поступление зарплаты на счет,Другое,0.0,0.35,женский,0,высшее,торговый представитель,>=150,,,,,,,,,,,,,,,,,,,,
8290,Поступление зарплаты на счет,Отпуск,0.0,0.56,женский,0,высшее,специалист,>250,19.0,25.0,Строительство,,,,,,,,,,,,,,,,,
8291,2НДФЛ,Покупка недвижимости/ строительство,1.0,0.35,мужской,0,высшее,менеджер высшего звена,>=150,,,,,,,,,,,,,,,,,,,,
8292,Форма банка (без печати работодателя),Покупка недвижимости/ строительство,1.0,0.48,мужской,1,Высшее/Второе высшее/Ученая степень,вспомогательный персонал,>250,23.0,35.0,Торговля,ООО,женат / замужем,1.0,0.011111111100000001,1.0,0.0,0.3846153846,5.0,8.0,178.0,13.0,3.0,0.0,6.0,61.0,1.0,0.0
8293,2НДФЛ,Ремонт,0.0,0.24,мужской,3,высшее,менеджер среднего звена,>250,26.0,37.0,Торговля,ЗАО,женат / замужем,2.0,0.37894736840000004,1.0,1.0,0.25,2.0,2.0,59.0,4.0,2.0,1.0,1.0,79.0,1.0,0.0
8294,Форма банка (без печати работодателя),Ремонт,1.0,0.19,мужской,2,второе высшее,специалист,< 50,89.0,34.0,Торговля,ООО,женат / замужем,2.0,0.032967033,1.0,1.0,0.1666666667,2.0,10.0,88.0,12.0,1.0,1.0,4.0,99.0,1.0,0.0
8295,Форма банка (без печати работодателя),Ремонт,1.0,0.59,женский,0,Высшее/Второе высшее/Ученая степень,специалист,>250,254.0,55.0,Другое,Государственное предприятие,женат / замужем,0.0,0.0036630037,0.0,0.0,0.25,3.0,9.0,272.0,12.0,1.0,1.0,12.0,108.0,1.0,0.0
8296,Свободная форма с печатью работодателя,Покупка автомобиля,1.0,0.45,женский,1,высшее,специалист,< 50,29.0,30.0,Торговля,ООО,женат / замужем,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,30.0,40.0,0.0,0.0
8297,Поступление зарплаты на счет,Покупка автомобиля,0.0,0.18,мужской,0,высшее,менеджер высшего звена,>=50,,,,,,,,,,,,,,,,,,,,
8298,Форма банка (без печати работодателя),Ремонт,1.0,0.16,мужской,0,Высшее/Второе высшее/Ученая степень,рабочий,>=100,,,,,,,,,,,,,,,,,,,,
8299,Форма банка (без печати работодателя),Ремонт,0.0,0.3,женский,0,Высшее/Второе высшее/Ученая степень,специалист,< 50,22.0,50.0,Строительство,,,,,,,,,,,,,,,,,
8300,Форма банка (без печати работодателя),Покупка автомобиля,1.0,0.2,мужской,0,высшее,менеджер высшего звена,>250,24.0,33.0,Производство,,,,,,,,,,,,,,,,,
8301,Форма банка (без печати работодателя),Ремонт,1.0,0.57,мужской,0,высшее,специалист,>100,,,,,,,,,,,,,,,,,,,,
8302,2НДФЛ,Ремонт,0.0,0.16,мужской,0,среднее,рабочий,>250,55.0,46.0,Другое,ОАО,женат / замужем,3.0,0.0,0.0,0.0,0.0,0.0,7.0,134.0,7.0,0.0,3.0,21.0,75.0,0.0,0.0
8303,2НДФЛ,Покупка автомобиля,0.0,0.39,женский,1,среднее-специальное,менеджер среднего звена,>250,47.0,26.0,Торговля,ЗАО,женат / замужем,2.0,0.0,0.0,1.0,0.5,3.0,3.0,61.0,6.0,3.0,0.0,5.0,30.0,0.0,0.0
8304,2НДФЛ,Покупка автомобиля,1.0,0.23,мужской,0,высшее,менеджер среднего звена,>250,27.0,26.0,Строительство,,,,,,,,,,,,,,,,,
8305,2НДФЛ,Ремонт,0.0,0.3,мужской,0,высшее,рабочий,>=50,,,,,,,,,,,,,,,,,,,,
8306,Свободная форма с печатью работодателя,Ремонт,0.0,0.27,женский,1,высшее,менеджер высшего звена,>250,16.0,41.0,Другое,ООО,разведен / разведена,2.0,0.0871794872,1.0,3.0,0.4166666667,5.0,7.0,178.0,12.0,2.0,0.0,2.0,106.0,1.0,0.0
8307,Форма банка (без печати работодателя),Ремонт,0.0,0.2,мужской,0,высшее,менеджер среднего звена,>=200,,,,,,,,,,,,,,,,,,,,
8308,Поступление зарплаты на счет,Ремонт,0.0,0.43,женский,0,высшее,специалист,>250,67.0,30.0,Торговля,ООО,холост / не замужем,3.0,0.0235849057,0.0,1.0,0.3333333333,3.0,6.0,207.0,9.0,1.0,4.0,4.0,67.0,1.0,0.0
